Image,Object type,Museum number,Description,Authority,Culture,Production date,Find spot,Materials,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Subjects,Assoc name,Acq name (acq),Acq name (excavator),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_17/d460ef1f_42ba_4ec2_884e_a3b9011a866d/preview_00210796_001.jpg,stela (object name),No: Optional[EA35613],"Limestone stela: roughly-shaped stela of poor-quality limestone, rounded at the top and extensively pitted by weathering. The stela bears an inscription in low relief giving the name Sesherka below which is a figure of a seated woman.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Djer,limestone,,38.50 centimetres;  25.00 centimetres; ,"Inscription type: inscription Inscription script: hieroglyphic Inscription transliteration: Sšr-kʒ Inscription translation: Sesherka Inscription note: In low relief.  The sign at the top of the inscription is taken to be as symbol V.33 in Gardiner, 'Egyptian Grammer', p. 526.; ","Bibliography:
British Museum, 'Hieroglyphic Texts from Egyptian Stelae, etc'., I (London), pl.2;
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pls. XXVI, 79; XXIXA, 79.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 10)",,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA35613,"1901,1012.113",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_17/522c9d9f_d5d2_481a_a21a_a3b9011eed81/preview_00211518_001.jpg,cup (object name),No: Optional[EA32665],"One of two small pieces of the same quartz crystal vessel: bearing part of an incised inscription on the exterior surface. The break between the two fragments cuts through the text, and parts of some signs are missing. It seems that the vessel was a small cup with concave sides.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Semerkhet,mineral,incised,5.50 centimetres max ;  3.70 centimetres max ; ,"Inscription type: inscription Inscription script: hieroglyphic Inscription transliteration: nsw bỉtỉ Mri-pw-bỉʒ Inscription translation: Merpabia (Anedjib) Inscription note: Incised. For similar inscriptions of Anedjib, also on rock-crystal vases, see P. Kaplony, 'Mitteilungen der Deutschen Archäologischen Instituts Abteilung Kairo' 20 (Wiesbaden, 1965), 18, abb. 32-4; W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' I, pl.VI, 6.; ","Fragment joins with 1900,1015.28.
Bibliography:
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' I, 12, 20, pl. VI, 5;
F. Legge, ‘Proceedings of the Society of Biblical Archaeology’ 30 (London, 1908), pl. IVe.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 10)",,Named in inscription: Anedjib,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA32665,"1900,1015.27",
https://media.britishmuseum.org/media/Repository/Documents/2026_7/14_11/a8a5c3a4_24b8_48de_b7a2_b48700b99da1/preview_EA56589.jpg,jar (object name),No: Optional[EA56589],"Red-brown pottery jar with globular body, cylindrical neck and everted rim, chipped in one place, the exterior is covered with a red slip.; ",,1st Dynasty,,Excavated/Findspot: Mostagedda,pottery,,11.30 centimetres max ;  11.60 centimetres max ; ,,,Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 8)",,,Donated through: Wellcome Institute for the History of Medicine,Excavated by: Guy Brunton,,,,Egypt and Sudan,EA56589,"1956,0214.8",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_20/85401c8c_40f1_44d0_8164_a3b901578283/00226761_001.jpg,arrow-head (object name),No: Optional[EA35540],"An ebony arrowhead: of circular section, with a tapering tang at the base, broken off at the end.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Djer,ebony,,0.60 centimetres max ;  13.30 centimetres; ,,"For similar objects, see W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, pls.VIIA, 7; XXXVII, 14; XL, 11; XLIII, 9; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), pl.X, 7;  A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ I (Berlin, 1929-31), no. 198 and pl.9.
Bibliography:
W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, pl.XXXIV, 50-1 (exmaples).",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 10)",,,Donated by: Egypt Exploration Fund,Excavated by: Sir William Matthew Flinders Petrie;  Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA35540,"1901,1012.40",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/716121c6_a907_4820_b854_a3b9015f7cbf/preview_00228992_001.jpg,religious/ritual equipment (object name); tool/implement (object name),No: Optional[EA37279],"A small psš-kf amulet: of pale brown flint, bifacially worked with careful pressure-flaking along the edges.; ",,1st Dynasty,,Excavated/Findspot: Temple of Osiris-Khentimentu (Abydos),flint,flaked,6.00 centimetres;  4.60 centimetres; ,,"Bibliography:
W. M. F. Petrie, 'Abydos' I (London, 1902), 24 and pl. LI, 22.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 1)",,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA37279,"1902,1011.16",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_19/b9c88371_02fb_427f_9e5d_a3b90139f5f1/preview_00218797_001.jpg,plaque (object name); box (object name),No: Optional[EA35513],"A fragment of hippopotamus ivory: probably part of a box, bearing an incised inscription on one side giving the serekh of Aḥa and the name Ima-ib or Bener-ib. There are two holes through the fragment for fixing, as well as two holes in the bottom edge and one in each side, probably for dowels. The surface of the ivory is slightly cracked and the top right-hand corner is chipped..; ",,1st Dynasty,,Excavated/Findspot: Abydos,hippopotamus ivory,incised; perforated,6.60 centimetres max ;  0.70 centimetres;  3.10 centimetres max ; ,"Inscription type: inscription Inscription script: hieroglyphic Inscription translation: Serekh of Aḥa and the name Ima-ib or Bener-ib. Inscription note: Incised. Kaplony reads the name ỉmʒ- ỉb. See P. Kaplony, 'Die Inschriften der Ägyptischen Frühzeit I (Wiesbaden, 1963), 417, where other examples of onscribed objects with this name are quoted, with references.; ","Bears excavator's mark B.
Bibliography:
W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, pl. III, I;
F. Legge, ‘Proceedings of the Society of Biblical Archaeology’ 29 (London, 1907), pl. opp. p.72, lower;
F. Bruijning, 'Ancient Egypt 1922', 2, fig. 12;
B. Porter & R. Moss, 'Topographical Bibliography of Ancient Egyptian Hieroglyphic Texts, Reliefs and Paintings' V (Oxford: Clarendon Press), 88;
Musée de la Vielle Charité, 'L’Egypte des millénaires obscurs' (Marseilles, 1990), pp. 90, 106 [462].",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 10)",,Named in inscription: Aha,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA35513,"1901,1012.13",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_20/c440591b_3c17_4d24_9223_a3b901578b94/00226765_001.jpg,arrow-head (object name),No: Optional[EA35543],"Ivory arrowhead: of square section with a round tang, broken at the end. The tip is stained with red ochre and there is a ring of similar red staining at the base of the point, just above the start of the tang.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Djer,ivory; ochre,carved; stained,0.60 centimetres;  6.60 centimetres; ,,"For similar objects, see W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, pls.VIIA, 7; XXXII, 37: XXXVII, 15-17; XXXVIII. 5-7; XL, 12-13; XLI, 38-41; XLII, 67; XLIII, 5-8; xlw, 4-6; W. M. F. Petrie, 'Tombs of the courtiers and Oxyrhynkos' (London, 1925), pl. II, 7; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), pl.IX, 14-18; T. E. Peet in E. Naville (ed.), ‘The cemeteries of Abydos’ II (London, 1913), 33-4 and pl.X, 3; . J. E. Quibell, ‘Archaic Objects’ (Cairo, 1905), pl.XI, 6; W. B. Emery, ‘Excavations at Saqqara : the tomb of Hemaka' (Cairo, 1938), 46, type 5 and pl.21; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' I' (Cairo, 1949), 103, cat. no. 54; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' II' (London, 1954), 63-4 and pl.XXVII, 69-71; E. Amélineau, ‘Les Nouvelles Fouilles d’Abydos’ I, (1895-6), pl.XLI; ibid., vol. III (1897-8), pl.III; A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ I (Berlin, 1929-31), nos. 199-209 and pl.9; W. Wolf, 'Die bewaffnung des altägyptischen Heeres' (Leipzig, 1926) , 17-18 and pl.9, (9-13).
Bibliography:
W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, 35, pl.XXXIV, 27-49 (examples).",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 10)",,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA35543,"1901,1012.43",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_19/3353f434_f172_4b79_a2b1_a3b90139f48e/00218796_001.jpg,cosmetic-palette-cover (object name),No: Optional[EA35512],"Rectangular cover for a mudstone palette: recessed on the underside. The top is very slightly convex and has a handle, now broken, in the approximate centre. On one end of the cover there is an incised inscription of Neitḥotep. Good condition.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Djer,ivory,incised,8.60 centimetres;  0.80 centimetres;  4.00 centimetres; ,"Inscription type: inscription Inscription script: hieroglyphic Inscription translation: Neitḥotep Inscription note: Incised. For other inscribed objects of Neitḥotep, see See also P. Kaplony, 'Die Inschriften der Ägyptischen Frühzeit I (Wiesbaden, 1963), 588-92. The signs which accompany this name on this object, reading smʒ-nb.wy are taken by Kaplony to be a personal name ('Die Inschriften der Ägyptischen Frühzeit' I, 612-14), but have also been interpreted as a title. See H. G. Fischer, 'Journal of Egyptian Archaeology' 60 (1974), 94-9.; ","The object bears an excavator's mark which is originally written as O.2 but altered to O.3. See also 1901,1012.11.  
The recess was not intended for the palette to fit within the cover, as the mudstone palette found with this object does not do so (1901,1012.11). Probably the recess was made to allow some cosmetic to be kept on the palette when the cover was in place. For similar objects, see W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, pls.VIA, 6; XXXII, 67; XXXIV, 23; XXXVIII, 2; W. M. F. Petrie, 'Gizeh and Rifeh' (Warminster, 1977), pls.IV, V, 10-12; E. Amélineau, ‘Les Nouvelles Fouilles d’Abydos’ III, (1897-8), pl.XV, 8; A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens  (Berlin, 1929-31), 11, no. 348 and pl.36; J. E. Quibell, 'Archaic Mastabas' (Cairo, 1923), pl.XI, 6; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' III (London, 1958), 84. no. 79 and pl.102, 79;Compare Z. Y. Saad, 'The excavations at Helwan art and civilization in the first and second Egyptian dynasties' (Norman, 1969) , pl.93; Z. Y. Saad, 'Royal Excavations at Helwan, 1945-7', pl.XXIVb.

Bibliography:
W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, 20, 36, pl.II, 11, pl.XXXII, 67;
P. Kaplony, 'Die Inschriften der Ägyptischen Frühzeit I (Wiesbaden, 1963), 212;
P. Kaplony, 'Die Inschriften der Ägyptischen Frühzeit II (Wiesbaden, 1964), 910, n. 1230;
A. Roveri and F. Tiradritte [eds.], 'Kemet: Alle Sorgenti del Tempo' (Ravenna, 1998), p.240 [211].",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 10)",,Named in inscription: Neithotep,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA35512,"1901,1012.12",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_19/83332ce2_e07c_4d1d_b14c_a3b9013a21e9/preview_00218755_001.jpg,jar-label (object name),No: Optional[EA35518],"Four fragments of an ebony label: joining to form two larger pieces. One side of the label is inscribed, and there was a perforation at the top right-hand corner for attachment. The upper part bears the remains of the incised serekh of Aḥa, opposite a scene showing boats and a religious sanctuary,  perhaps Temple of Neith at Sais. On the lower fragments are traces of another religious building, a row of boats and place names and the name of the type of oil to which the label referred, together with its quantity.; ",,1st Dynasty,,Excavated/Findspot: Abydos,ebony,perforated; incised,9.60 centimetres in total ; ,"Inscription type: inscription Inscription position: upper part Inscription script: hieroglyphic Inscription translation: Aḥa Inscription note: Incised. The remains of the incised serekh of Aḥa, opposite a scene showing boats and a religious sanctuary,  perhaps Temple of Neith at Sais.; Inscription type: inscription Inscription position: lower fragments Inscription script: hieroglyphic Inscription note: Incised. Traces of a religious building, a row of boats and place names and the name of the type of oil to which the label referred, together with its quantity. The oil is 'sṯỉ-Ḥr' and is accompanied by the numeral 300. See P. Kaplony, 'Die Inschriften der Ägyptischen Frühzeit I (Wiesbaden, 1963), 313.; ","The upper fragments are marked B.18 and the lower B.19.
A similar label, also from Abydos, completes the missing portions of this example, see Petrie, 'Royal Tombs of the Earliest Dynasties' II, pls. IIIA, 5; X, 2; H. Ranke, 'The Egyptian Collections of the University Museum Philadelphia' (1950), fig. 11; F. Legge, ‘Proceedings of the Society of Biblical Archaeology’ 29 (London,1907), pl. opp. p.24, no. 2; J. Vandier, 'Manuel d'Archeologie egyptienne', I, (2), 836-40 and fig. 560. The scenes on these two labels have been considered to refer to the visit of Aḥa to the temple of Neith at Sais. and to the creation of the ỉmy-wt symbol; see the discussions in the above references and also R. Weill, ‘Recherches sur la première dynastie et les temps prépharaoniques I (Cairo, 1961) , 157; R. Weill, ‘Recherches sur la première dynastie et les temps prépharaoniques II (Cairo, 1961), 1-5, 48-9: V. Vikentiev,  'Annales du Service des Antiquitiés de l'Égypte' 41 (1942), 285-7; P. Kaplony, 'Die Inschriften der Ägyptischen Frühzeit' II (Wiesbaden, 1964), 989, n. 1565; Sethe, 'Untersuchungen' III, 62; G. Jequier, ‘Bulletin de l’Institut Français d’Archéologie Orientale’ 6(Cairo, 1908), 27-31; W. S. Smith, 'History of Egyptian Sculpture and Painting in the Old Kingdom' (London, 1946), 120, no. 4.
Bibliography:
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pls. IIIA, 6; XI, 2;
F. Legge, ‘Proceedings of the Society of Biblical Archaeology’ 29 (London, 1907), pl. opp. p.24, no. 3;
P. Kaplony, 'Die Inschriften der Ägyptischen Frühzeit' II (Wiesbaden, 1964), 981, n. 1552 - ‘ḥʒ b 2.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 9)",,Named in inscription: Aha,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA35518,"1901,1012.18",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_19/41cc2083_5834_4854_abff_a3b90139c105/preview_00218778_001.jpg,label (object name),No: Optional[EA35525],"Rectangular ebony label: pierced top right-hand corner. The front surface is incised with a design showing a tower with a crenellated top, almost certainly a representation of a  game-piece, with faint traces of black paint in the outlines and red paint in the carving of the internal details. The top right-hand corner of the label has been broken and repaired.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Djer,ebony,incised; painted; pierced,4.10 centimetres;  4.80 centimetres; ,,"Almost certainly a picture of a gaming-piece. See P. Montet, 'Kêmi' 8 (1946), 191 and pl.VIII; E. Amélineau, ‘Les Nouvelles Fouilles d’Abydos’ III, (1897-8), pl.XV, 3 = A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens II (Berlin, 1929-31), no. 279.
Bibliography:
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, 22, pl. V ,10;
P. E. Newberry, ‘Proceedings of the Society of Biblical Archaeology’ 34 (London, 1912), pl. XXXI, 4;
J. Vandier, 'Manuel d'Archeologie egyptienne', I, (2), 844 and fig. 564
P. Kaplony, 'Die Inschriften der Ägyptischen Frühzeit' I (Wiesbaden, 1963), 342.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 10)",,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA35525,"1901,1012.25",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_19/9b8cd88f_4492_44fa_a8e2_a3b9013a209d/00218754_001.jpg,label (object name),No: Optional[EA35517],"A small ivory label with a hole in the top left-hand corner for attachment. The front surface bears an incised inscription. Good condition, repaired from two fragments.; ",,1st Dynasty,,Excavated/Findspot: Abydos,ivory,pierced; incised,1.50 centimetres;  1.30 centimetres; ,Inscription type: inscription Inscription script: hieroglyphic Inscription note: Incised.  Consists of a figure of a bird above the hieroglyph for a canal.; ,"Bibliography:
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pl. III, 10;
P. Kaplony, 'Die Inschriften der Ägyptischen Frühzeit II (Wiesbaden, 1964), 902, n. 1185.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 9)",,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA35517,"1901,1012.17",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_19/0d912554_f01b_4be1_bca3_a3b9013a1f18/preview_00218753_001.jpg,label (object name),No: Optional[EA35516],A small square label of pale ivory: pierced in one corner for attachment to some object. One side bears an incised hieroglyph.; ,,1st Dynasty,,Excavated/Findspot: Abydos,ivory,pierced; incised,1.70 centimetres;  1.70 centimetres max ; ,"Inscription type: inscription Inscription script: hieroglyphic Inscription note: Incised hieroglyph for the numeral 100, referring to the quantity of some item of burial equipment. Such labels are known to have been used to refer toquantities of oil or the number of beads on a necklace, see Petrie, 'Royal Tombs of the Earliest Dynasties' II, pl. III, 14, 16; De Morgan, ‘Recherches sur les Origines de l’Égypte' II , 167, figs. 550-5; P. Kaplony, 'Die Inschriften der Ägyptischen Frühzeit II' (Wiesbaden, 1964), 902, n. 1185.; ","Bibliography:
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pl. III, 9.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 9)",,,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA35516,"1901,1012.16",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_20/438a4b14_cc27_468f_942a_a3b901577eb1/00226757_001.jpg,arrow-head (object name),No: Optional[EA35537],Ivory arrowhead of circular section: tapering at one end to the point and at the other to a short circular tang for fixing to the shaft.; ,,1st Dynasty,,Excavated/Findspot: Tomb of Djer,ivory,carved,0.35 centimetres max ;  7.10 centimetres; ,,"For similar objects, see W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, pls.VIIA, 7; XXXII, 37: XXXVII, 15-17; XXXVIII. 5-7; XL, 12-13; XLI, 38-41; XLII, 67; XLIII, 5-8; xlw, 4-6; W. M. F. Petrie, 'Tombs of the courtiers and Oxyrhynkos' (London, 1925), pl. II, 7; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), pl.IX, 14-18; T. E. Peet in E. Naville (ed.), ‘The cemeteries of Abydos’ II (London, 1913), 33-4 and pl.X, 3; . J. E. Quibell, ‘Archaic Objects’ (Cairo, 1905), pl.XI, 6; W. B. Emery, ‘Excavations at Saqqara : the tomb of Hemaka' (Cairo, 1938), 46, type 5 and pl.21; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' I' (Cairo, 1949), 103, cat. no. 54; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' II' (London, 1954), 63-4 and pl.XXVII, 69-71; E. Amélineau, ‘Les Nouvelles Fouilles d’Abydos’ I, (1895-6), pl.XLI; ibid., vol. III (1897-8), pl.III; A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ I (Berlin, 1929-31), nos. 199-209 and pl.9; W. Wolf, 'Die bewaffnung des altägyptischen Heeres' (Leipzig, 1926) , 17-18 and pl.9, (9-13).
Bibliography:
W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, 35, pl.XXXIV, 27-49 (examples).",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 10)",,,Donated by: Egypt Exploration Fund,Excavated by: Sir William Matthew Flinders Petrie;  Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA35537,"1901,1012.37",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_1/087448e3_1fc6_40e1_8d66_a3bb001bd82b/preview_00285953_001.jpg,vase (object name),No: Optional[EA35297],"Grey and white striated crystalline marble tall shouldered vase: with flat base and convex body with two horizontally pierced tubular handles and a broad flat-topped rim, the outer surface of the handles is concave, interior well hollowed, this vase has clearly been made with exceptional care.; ",,1st Dynasty; 2nd Dynasty,,Found/Acquired: Egypt,marble,pierced,9.40 centimetres max;base ;  14.20 centimetres max;rim ;  34.20 centimetres max ; ,,"Bibliography:
J.H. Taylor and N.C. Strudwick, Mummies: Death and the Afterlife in Ancient Egypt. Treasures from The British Museum, Santa Ana and London 2005, p. 173, pl. on p. 173.",Spencer 1980 / Early Dynastic Objects; Taylor & Strudwick 2005 / Mummies: Death and the Afterlife in Ancient Egypt,"On display (Room 64 - Early Egypt, Display Case 12)",,,Purchased from: R J Moss & Co,,,,,Egypt and Sudan,EA35297,"1901,0608.29",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_20/b99a0e45_62d2_45ef_b26f_a3b9015783dd/00226762_001.jpg,arrow-head (object name),No: Optional[EA35541],Ivory arrowhead of circular section: tapering at one end to the point and at the other to a short circular tang for fixing to the shaft.; ,,1st Dynasty,,Excavated/Findspot: Tomb of Djer,ivory,carved,0.40 centimetres max ;  6.80 centimetres; ,,"For similar objects, see W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, pls.VIIA, 7; XXXII, 37: XXXVII, 15-17; XXXVIII. 5-7; XL, 12-13; XLI, 38-41; XLII, 67; XLIII, 5-8; xlw, 4-6; W. M. F. Petrie, 'Tombs of the courtiers and Oxyrhynkos' (London, 1925), pl. II, 7; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), pl.IX, 14-18; T. E. Peet in E. Naville (ed.), ‘The cemeteries of Abydos’ II (London, 1913), 33-4 and pl.X, 3; . J. E. Quibell, ‘Archaic Objects’ (Cairo, 1905), pl.XI, 6; W. B. Emery, ‘Excavations at Saqqara : the tomb of Hemaka' (Cairo, 1938), 46, type 5 and pl.21; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' I' (Cairo, 1949), 103, cat. no. 54; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' II' (London, 1954), 63-4 and pl.XXVII, 69-71; E. Amélineau, ‘Les Nouvelles Fouilles d’Abydos’ I, (1895-6), pl.XLI; ibid., vol. III (1897-8), pl.III; A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ I (Berlin, 1929-31), nos. 199-209 and pl.9; W. Wolf, 'Die bewaffnung des altägyptischen Heeres' (Leipzig, 1926) , 17-18 and pl.9, (9-13).
Bibliography:
W. M. F. Petrie,  'Royal Tombs of the Earliest Dynasties' II, 35, pl.XXXIV, 27-49 (examples).",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 10)",,,Donated by: Egypt Exploration Fund,Excavated by: Sir William Matthew Flinders Petrie;  Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA35541,"1901,1012.41",
https://media.britishmuseum.org/media/Repository/Documents/2026_7/14_11/64edda97_c1a2_4da2_a1da_b48700b9a106/preview_EA62403.jpg,bowl (object name),No: Optional[EA62403],"Flat-based bowl of red pottery: with a darker red slip on all surfaces. On the interior, this slip has been pebble-burnished in vertical stripes. The sides turn inwards to a plain rim. Good condition.; ",,1st Dynasty,,Excavated/Findspot: Mostagedda,pottery,burnished; slipped,7.00 centimetres base ;  22.80 centimetres rim ;  23.70 centimetres;  6.80 centimetres; ,,"Bibliography:
G. Brunton, ‘Mostagedda and the Tasian Culture’, (London, 1937), 93 and pl. XXXI.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 8)",,,,Excavated by: Guy Brunton;  Excavated by: The British Museum,,,Excavated 1928-1930 by the British Museum Expedition to Middle Egypt.,Egypt and Sudan,EA62403,"1929,1015.403",
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_19/04fdb886_a38e_4bd1_860c_a3b901397ba9/preview_00218515_001.jpg,jar-sealing (object name),No: Optional[EA32671],"A hemispherical jar-seal: of brown clay with an impressed inscription around the side and two more crossing at right angles over the top.The surface of the clay is in good condition, although rather worn.; ",,1st Dynasty,,Excavated/Findspot: Tomb of Qaa,clay,,26.50 centimetres base ;  16.30 centimetres; ,Inscription type: inscription Inscription position: side Inscription script: hieroglyphic Inscription transliteration: ḫrp ḥrỉ-ỉb pr dšr Inscription translation: Qaa with title (transliterated). Inscription note: Impressed.; Inscription type: inscription Inscription position: top surface Inscription script: hieroglyphic Inscription transliteration: ḥrỉ wḏʒ Ḥr nb ht. Inscription translation: Qaa and the title (transliterated). Inscription note: Two impressions.; ,"Bibliography:
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' I, pl.XXIX, 83;
P. Kaplony, 'Die Inschriften der Ägyptischen Frühzeit III (Wiesbaden, 1964), pls.58, abb.209; see also vols. I, 145 and II, 825, n.829; 1120, 1130.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 9)",,Named in inscription: Qaa,Donated by: Egypt Exploration Fund,Excavated by: Egypt Exploration Fund,,,,Egypt and Sudan,EA32671,"1900,1015.33",
